"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 6103";;"SCG - Silveira, Castro e Goncalves Lda";"513812059";;"Rua da Conceicao, 27 ";"9050-026";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291098369";"avendadasviagens@gmail.com"
" 6943";;"SchoeneZeit-Reisen, Sociedade Unipessoal LDA";"514383887";;"Rua Sargento Eusebio Coelho, nº 164";"5370-478";"Mirandela";"Mirandela";"Bragança";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Terras de Trás-os-Montes ";"911770441";"schoenezeitreisen@gmail.com"
" 4913";;"SCHULZ OPERADOR TURISTICO LDA";"513106049";;"RUA DAS AGUAS LIVRES 2 - BELAS CLUBE DE CAMPO";"2605-197";"Belas";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"936868642";"andrea@schultz.com.br"
" 6057";"2017-07-13";"Seairland Tourism Guide Servives Lda";"509956394";;"Avenida Maestro Jorge Peixinho 572";"2870-426";"Montijo";"Montijo";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967393099";"geral@seairland.pt"
" 6223";"2017-07-05";"SEAMOCEANS, LDA";"513924183";;"Rua Augusto Fraga n22, 3 Esq";"2725-679";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"916121317";"seamoceans@outlook.pt"
" 6261";"2017-04-28";"Season Challenge Desenvolvimento Local e Atividades Maritimo - Turisticas Lda";"510915027";"Season Challenge";"Rua Dr. Hugo Moreira nº 36, 5º Dto nascente";"9500-792";"Ponta Delgada";"Ponta Delgada";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"914464511";"costumerservice@seasonchallenge.pt"
" 5442";"2017-04-11";"Season Ignition - Tranfers unipessoal, Lda";"513467092";;"Praceta Tengarrinha - Urbanização Horta da Raminha Lote 10-6º Dto";"8500-826";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"913449997";"dailyfj@gmail.com"
" 6728";;"Secret Madeira Lda";"514016990";;"Caminha da Cova do Til, nº 22, Lombada FUNCHAL";"9000-226";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"960337269";"info@secretmadeira.com"
" 2360";"2017-04-24";"Secret Places - Agência de Viagens,  Lda.";"504850369";;"Rua dos Navegantes 72, 1º";"2750-444";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214647430";"michael@secretplaces.com"
" 3467";"2017-06-01";"SECUNDIS - DESTINATION MANAGEMENT, UNIPESSOAL, LDA";"509594565";;"Praça Mouzinho de Albuquerque, 113 - 1º,  Loja 74";"4100-359";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"969420122";"david@secundis-dmc.com"
;"2013-12-09";"Seijas y Otero SA";"980414180";;;;;;;;;;;
" 4392";"2017-01-10";"Seinternacional - Serviços Para a Educação Internacional, S.A.";"509675220";;"Rua Antero de Quental, nº 11, Barcarena";"2730-013";"Barcarena";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914782012";"cristinasilva-10277l@adv.oa.pt"
" 2236";"2015-01-02";"Sem Limite - Viagens e Turismo, Lda.";"503939765";;"Av Miguel Bombarda, 69 - 7º Dto";"1050-162";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"351213173930, 351213173930, 351213173930";"semlimite@semlimite.pt, semlimite@semlimite.pt, semlimite@semlimite.pt"
" 1721";"2015-06-15";"Semavitur - Viagens e Turismo, Unipessoal, Lda.";"500245533";;"Rua da Alegria, 185 - r/c";"4000-043";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"222002870";"geral@semavitur.pt"
" 2918";"2016-12-29";"Sentido aos Destinos Agência de Viagens Lda";"509200818";"Best Travel";"Av. Dr. Ricardo Manuel Espirito Santo 39 - Loja 1 - Edificio Albermar";"2750-748";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211583990";"cascais@besttravel.pt"
" 2601";"2016-12-22";"Sentido Inverso - Viagens e Turismo, Lda.";"507755855";;"Rua Alfredo Marceneiro, n.1A, Vila Fria";"2740-009";"Porto Salvo";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214218181";"geral@rotamitica.pt"
" 4499";"2017-03-02";"Sergio Alexandre Freitas Gerardo";"182224627";;"Rua Abel Figueiredo Luis Lt 253";"8600-359";"Lagos";"Lagos";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"961442010";"hgerardo@sapo.pt"
" 5227";"2016-01-12";"Sergio Ricardo Monteiro Pinto";"253746060";;"Rua Marques da Rocha 160  Valongo";"4440-679";"Valongo";"Valongo";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"912605121";"verticaltur@sapo.pt"
" 6945";;"Serjohn, Unipessoal, Lda";"513250662";;"Rua Castilho, 23, 5º A";"1250-067";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213431753";"geral@serjohn.pt"
" 6729";;"Servivuelo, Sociedade Unipessoal, Lda";"514070692";"Servivuelo";"Avenida da Liberdade, 110, 2.º";"1269-046";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"308810270";"jorge@servivuelo.com"
" 6629";;"SHAHID MAHMOOD";"262178567";;"R SANTO ELOY N.º 5 A";"1675-175";"Pontinha";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"968000004, 968000004";"SHAHIDM01@HOTMAIL.COM, shahidm01@hotmail.com"
" 6585";;"Shangri-La - Viagens e Negócios, Lda.";"513294074";;"Rua Fernando Carvalho, n.º 17, 3.º Esq.";"2695-244";"Bobadela Lrs";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"969234338";"shangrilaportugal@gmail.com"
" 6977";;"SHAREMATCH - LDA";"510357164";;"Rua Dr. Cassiano Batista, Lote 3, Fração B, n.º 175, Loja 7";"4990-144";"Ponte de Lima";"Ponte de Lima";"Viana do Castelo";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Minho";"258947340";"GERAL@SHAREMATCH.PT"
" 4002";"2017-04-18";"Shinysummer Unipessoal Lda.";"510138632";"STRAVEL Solutions, STRAVEL SOLUTIONS";"Rua Duarte Lopes, lote 26";"8005-224";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289813149, 289824515";"comercial@stravel.co, comercial@stravel.co"
" 5706";;"Shire Executive Unipessoal Lda";"513600477";;"Rua dos Curas 12a Barro";"2670-545";"Loures";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919466964";"bornplayer@hotmail.com"
" 3670";"2017-04-21";"SHOWING LISBON LDA";"510387209";"SHOW ME LISBON, SHOW ME LISBON";"Rua Coelho da Rocha n113 4ºDTO";"1350-077";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919481860";"hugo.simoes@showmelisbon.com"
" 3374";"2015-06-11";"SIDNEY TOURS, VIAGENS E TURISMO UNIPESSOAL, LDA";"508658527";;"RUA PASCOAL DE MELO, 37 R/C ESQº - LISBOA";"1000-232";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"934392711";"iluminiacr@hotmail.com"
" 6352";"2017-05-29";"SIGNOCONTENTE UNIPESSOAL LDA";"513923373";;"Avenida Dom Dinis, nº 40-1º Dtº-SALA-5";"2675-327";"Odivelas";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"916008786";"signocontente@gmail.com"
" 6848";"2017-07-17";"Sílabas Diárias, Lda.";"513593764";;"Av. da Carapalha, 40";"6000-320";"Castelo Branco";"Castelo Branco";"Castelo Branco";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Beira Baixa";"924300294";"silabasdiarias@outlook.com"
" 4438";"2017-02-07";"Silhuetatropical, Lda";"510609317";;"Bairro da bella Vista Nº13 - Quinta da gramela";"3100-359";"Pombal";"Pombal";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"236096600";"geral@365viagens.com"
" 4129";"2017-01-02";"SILVA E CAMPO GRANDE, LDA";"510687490";"HOLIDAY STORE";"RUA JOSE JOAQUIM RIBEIRO TELES, ";"4445-485";"Ermesinde";"Valongo";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"229774380";"joaosilva@holidaystore.pt"
" 6487";;"Silva, Traça e Franca, Lda";"514028220";;"Rua Eugenio de Castro n6 3esq";"2675-231";"Odivelas";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"961653175";"geral@grupo-stf.com"
" 6461";"2016-12-27";"SIMPLESMENTE FELIZ, LDA";"514062541";"CLICKVIAJA.COM";"RUA HEROIS DE DADRA, 5";"6000-236";"Castelo Branco";"Castelo Branco";"Castelo Branco";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Beira Baixa";"938400111";"gerencia.castelobranco@clickviaja.com"
" 3095";"2016-09-30";"SINGH &amp; GHOTRA LDA";"509557422";;"Praça Alexandre Herculano , Nº1, Piso 0, Letra C";"2660-212";"Santo António Cavaleiros";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218868004";"holidaypoint@yahoo.com"
" 4559";"2015-04-22";"Singh &amp; Sharma LDA";"513076670";"Lisbon Travels.com for all your Travel Needs";"Beco do Castelo N° 2";"1100-124";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"920337774, 920337774";"sauhard_65@yahoo.com, info@lisbontravels.com"
" 2067";"2015-04-14";"Sirius - Viagens e Turismo, S.A.";"503144193";;"Rua Calouste Gulbenkian, 217";"4050-145";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"226075550, 217543900";"sirius@sirius.pt, sirius@sirius.pt"
" 5107";"2016-09-12";"Sistemas de Ar Livre - Actividades Turísticas Ambientais e Lúdicas Lda";"503634379";"SAL, SAL, Walk in Alentejo, Esta Lisboa que Eu Amo, Portugal Walking Festival - Festival Internacional de Passeios Pedestres, Walking Portugal, Esta Lisboa que Eu Amo, Carta de Caminheiro";"Av.Bento Gonçalves 9 2ºEsq";"2910-432";"Setúbal";"Setúbal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"265227685";"sal@sal.pt"
" 2361";"2017-04-04";"Sítios - Serviços de Informação Turtística, S.A.";"504731998";;"NERE - Parque Industrial e Tecnológico de Évora Rua Circular Norte";"7005-841";"Évora";"Évora";"Évora";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alentejo Central";"213105550";"geral@sitios.pt"
" 6449";;"SKYHOUR, LDA";"513954686";;"Rua dos Lusíadas, nº 9, r/c esqº";"1300-365";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914567449";"pb@slcm.pt"
" 5010";;"SLAC - Agência de Viagens Lda";"513235060";;"Rua Principal, 528";"2425-453";"Coimbrão";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"211300009";"cristina.p.rodrigues@dalmeidaroque.com"
" 2793";"2017-01-31";"Slide In - Agência de Viagens e Turismo, Lda.";"508752655";;"Rua de Andaluz, 7 - R/C";"1050-005";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213540236";"geral@slidein.travel"
" 5618";"2016-06-17";"SMARTA VILLAS, UNIPESSOAL LDA";"513548211";;"RUA MARIA HELENA VIEIRA DA SILVA, LOJA 15 C ";"8800-601";"Tavira";"Tavira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"910563703";"fazendeirojose72@gmail.com"
" 2402";"2017-02-07";"Smile - Viagens e Turismo, Unipessoal Lda.";"506019608";"BY Travel";"Campo Grande, 82 - G";"1700-094";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217827474";"alvalade@bytravel.pt"
" 2677";"2016-09-20";"Snegaiv - Viagens e Turismo, Lda.";"508174899";"BESTRAVEL";"Av João XXI, 72-B, Galeria Via Veneto, Loja 38";"1000-304";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217900600";"joaoxxi@bestravel.pt"
" 5193";;"Social impactrip Lda";"513360905";"impacTrip";"Rua da Glória, 41";"1250-149";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919279188";"info@impactrip.com"
" 1701";"2016-12-29";"Sociedade de Abastecimentos Marítimos Samar Agência de Viagens  e Tuismo Transportes Públicos Rodovoários Internos e Internacionais de Passageiros, Lda";"500252556";;"Lugar da Pereira, Estrada Nova ";"5100-344";"Britiande";"Lamego";"Viseu";"TURISMO DO DOURO";"Norte";"Douro";"254656999";"viagenssamar@sapo.pt"
" 4529";"2017-03-14";"SOCIEDADE TÁXIS CUSTÓDIO &amp; ALVES, LDA";"504322621";;"AVENIDA DA REPUBLICA 43 4º A";"1050-187";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962671487";"eduardobalves@hotmail.com"
" 4342";"2016-11-11";"SOLANATOUR-AGÊNCIA DE VIAGENS E TURISMO-UNIPESSOAL,LDA";"510900690";"GuideAlgarve";" Rua 3, Lote 6-2º A, Urbanização da Boavista";"8500-513";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"927066224";"transpory@gmail.com"
" 2374";"2017-06-09";"Solawest - Viagens e Turismo, Lda.";"505563185";;"Praça D.Sebastião, 3";"4740-224";"Esposende";"Esposende";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"253965966";"geral@solawest.net"
" 2900";;"Solid Travel - Viagens e Turismo, Lda";"509670890";;"Rua Damião de Góis n.º 224";"4050-223";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"220991188";"info@solidtravel.pt"
" 1989";"2014-01-07";"Soliférias - Operadores Turísticos,S.A.";"503339938";;"Rua Soeiro Pereira Gomes, Lote 1, 1º B";"1600-196";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217995330";"geral@solferias.com"
" 3402";"2013-12-31";"Soliférias Madeira, S.A.";"502694025";;"Edifício Anadia - Rua Visconde do Anadia, 19-22, Fracção O-E 31, 3º";"9050-021";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291214500";"margaret.barbosa@esoperadores.com"
;;"SOLRESOR I SVERIGE AB";"908311594";;;;;;;;;;;
" 1904";"2017-06-28";"SOLSETA AGENCIA VIAGENS LDA";"501491104";;"Quinta do Lago, Centro Comercial Buganvília Plaza, Loja 20";"8135-024";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289396677";"quinta@solseta.com"
" 1984";"2017-01-04";"Soltropico Viagens e Turismo, S.A.";"502281197";"SOLTROPICO";"Rua Embaixador Martins Janeira, 2-C 1º. Dto";"1750-097";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217510230";"FINANCEIRO@SOLTROPICO.PT"
" 4626";"2017-05-16";"SOLVIAGENS,LDA";"513106707";;"PÇA LOURENÇO CARVALHO, 27 A";"2080-043";"Almeirim";"Almeirim";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"930409741";"geral@solviagens.pt"
" 5988";"2016-12-07";"SOMAR &amp; ALCANÇAR - LDA";"513053204";;"Av. da Republica, nº 6, 7º esqº";"1050-191";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962389931";"sdehoces@gmail.com"
" 5722";"2017-05-10";"SOMAR LATITUDES, LDA";"513606971";;"AVENIDA DAS ACÁCIAS 175- LOJA A";"2775-342";"Parede";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214678600";"TRAVELANDFUN@GMAIL.COM"
" 2302";"2013-04-24";"Sonhando - Organização de Viagens, S.A.";"504544101";"Terra América, TerraAfrica";"Edif. Arcis, Rua Ivone Silva, 6 5ºD,";"1050-124";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217514801";"geral@terrabrasil.pt"
" 4004";;"SONHONABAGAGEM, UNIPESSOAL, LDA.";"510609791";;"Avenida da Raposeira, Edifício Santo Amaro, loja 19";"5400-482";"Chaves";"Chaves";"Vila Real";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega";"936346672";"sonhonabagagem@gmail.com"
" 3439";"2017-01-05";"SONIA MARIA BENAVENTE DUARTE";"203735820";"MAISVIAGENS";"Rua dos Louros, nº 19  - 1º Frt  -Repolão   ";"3770-302";"Oliveira do Bairro";"Oliveira do Bairro";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"916872891, 234745103";"soninhaaveiro@hotmail.com, maisviagens@maisviagens.com.pt"
" 2178";"2013-04-19";"Soniturismo - Agência de Viagens, Lda.";"503683817";;"Rua da Liberdade, 30, Loja 6";"4770-209";"Joane";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"252993800, 252314371, 253478710";"geral@soniturismo.webside.pt, soniturismo@gmail.com, soniturismo.taipas@sapo.pt"
" 1709";"2015-07-17";"Sorebel - Sociedade de Representações da Beira Litoral, Lda.";"500558795";;"Av Visconde de Salreu, 23";"3860-353";"Estarreja";"Estarreja";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"234842221";"sorebel@sorebel.com"
" 5185";;"SORRIR100DILEMAS-LDA";"513331956";;"Avenida Padre Bartolomeu de Gusmão, nº 47C - Damaia";"2720-426";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"917770704";"eng.antonio.marques@gmail.com"
" 7128";;"Sorrisos Portáteis, Unipessoal Lda";"514429224";"Clickviaja.com";"Rua Dr Francisco Alves Edifício Lusíada Loja 3  Nº140";"4760-140";"Vila Nova de Famalicão";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"919057152";"ricardokantim@gmail.com"
" 4702";"2017-01-03";"Sotravel - Agencia de Viagens e Turismo, Lda";"513129740";;"Rua Prof Francisco Jose de Assis Freitas nº206";"4610-282";"Felgueiras";"Felgueiras";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"255924515";"lojavirtual@sotravel.pt"
" 2092";"2017-02-16";"Sottotour - Estudo e  Promoção de Viagens,Turismo e  Lazer, S. A.";"503335819";;"Av Visconde de Valmor, 66 - 2º";"1050-242";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217909000, 227  632 120, 222 046 020";"lisboa@sottotour.pt, canedo@sottotour.pt, porto@sottotour.pt"
" 3609";"2016-12-16";"SOUSA &amp; TAVARES, SA";"511009232";;"ESTRADA MONUMENTAL, 252";"9004-504";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291700600, 289897660, 211153600";"olgarodrigues@windsortravel.ws, celiarevez@windsortravel.ws, crestinasousa@windsortravel.ws"
" 2343";"2016-10-27";"Sousa Silva &amp; Lavos - Viagens e Turismo, Lda";"505171872";"A LOJA DAS VIAGENS";"R Joao M. M. Ferraz, Lt 2, Gar 2, Bairro Ouressa, Mem Martins";"2725-338";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"309965954, 219200585";"alojadasviagens@gmail.com, ALOJADASVIAGENS@GMAIL.COM"
" 6920";;"Sparkling Viagens e Turismo Lda";"514326042";"Sparkling Concierge";"Rua dos Tremoceiros, 381 ";"2750-270";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"936226473";"marina.coelho@sparklingconcierge.com"
" 2847";"2017-04-05";"Specialimo, Unipessoal Lda";"507831900";"Portugal Rotas e Tours";"Rua Caixeira, 5, Vivenda Silvestre, Aruil";"2715-247";"Almargem do Bispo";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"968497129";"info@specialimo.com"
" 2475";"2016-12-23";"Sphera Tours - Agência de Viagens e Turismo, Unipessoal, Lda.";"506599027";;"Av Dr. Sá Carneiro, Edificio Vista Atlântica, Bloco 9 - A, Loja 3";"8125-122";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289313640";"spheratours@mail.telepac.pt"
" 2854";"2017-05-08";"Spiralkey Agência de Viagens e Turismo, Unipessoal Lda.";"509412050";"ROYALTY CHAUFFEURS";"Cerro do Ouro, Caixa Postal 312 - A";"8200-468";"Paderne Abf";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917037171";"info@royalty-chauffeurs.com"
" 4110";"2017-07-14";"SPLENDIDEVASION LDA";"510695566";;"Rua do Corvo, 455";"4410-439";"Arcozelo Vng";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"2273164031";"pedro.urgel@grupozmc.com"
" 6580";"2017-01-03";"Splendidjourney Unipessoal, Lda";"510703496";;"Rua Augusto Fraga, 1 4ºD";"2790-411";"Queijas";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"911704708";"info@splendidjourney.com.pt"
" 2241";"2016-10-21";"Sporjovem - Clube de Viagens e Turismo, Lda.";"503981036";;"Campo Grande, 220 B";"1700-094";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213156969";"contabilidade@sporjovem.pt"
