"Tipologia";"Nº de Registo";"Nome";"Marcas";"Categoria";"Estado da Classificação";"Capacidade";"Número de Unidades de Alojamento";"Número de Unidades de Alojamento com Mobilidade Reduzida";"Localização (Endereço)";"Localização (Código Postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"Localização (Latitude)";"Localização (Longitude)";"Contactos (Telefone)";"Contacto (Fax)";"Contacto (Email)";"Contacto (Página Internet)";"DRT/ERT";"NUT II";"NUT III";"Periodos de Encerramento";"Utilidade Turística";"Imóvel Classificado de Interesse";"Número de Restaurantes";"Salas de reunião";"Capacidade das salas de reunião";"SPA";"Piscinas Exteriores";"Piscinas Interiores";"Ténis";"Ginásio";"Golfe";"Outras";"Tipo de Certificação Qualidade";"Tipo de Certificação Ambiental";"Entidade Exploradora";"Entidades Públicas Financiadoras"
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"4167";"recantos da estrela";;;"Classificado em auditoria";"8";"4";"0";"rua das fontinhas nº13";"6270-151";"Sabugueiro Sei";"Seia";"Guarda";"0.000000";"0.000000";"965464787";;"airesana@sapo.pt";;"TURISMO SERRA DA ESTRELA";"Centro (P)";"Serra da Estrela";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"ANA MARIA CRUZ MAXIMINO AIRES";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"3913";"Recantos na Portela";;;"Classificado em auditoria";"6";"3";"0";"Rua de Santo António, 157";"4720-500";"Goães Amr";"Amares";"Braga";"41.655411";"-8.316544";"966780262";;"recantos@quintaportela.pt";"www.quintaportela.pt";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"RECANTOS NA PORTELA LDA";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"3811";"Refúgio da Praia";"Refúgio da Praia";;"Classificado em auditoria";"12";"6";"0";"Quinta do Vale Vistoso, Praia do Queimado - Porto Côvo";"7520-443";"Porto Covo";"Sines";"Setúbal";"37.957156";"-8.860891";"269959063";"269959063";"refugio.praia@gmail.com";"www.refugiodapraia.com";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"MANUEL FRANCISCO DA LUZ";
"Empreendimento de Turismo no Espaço Rural - Agro-turismo";"4310";"Refugio das Origens - Turismo no Espaço Rural";;;"Classificado em auditoria";"16";"8";"1";"Monte Novo Vale Lousal";"7565-257";"Ermidas-Sado";"Santiago do Cacém";"Setúbal";"38.046646";"-8.401724";"269594046";;"refugiodasorigens@gmail.com";"www.refugiodasorigens.com/pt.aspx";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;"Paines Solares";"REFUGIO DAS ORIGENS - TURISMO NO ESPA?O RURAL UNI";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo no Espaço Rural - Hotel Rural";"1133";"Repouso do Peregrino";"Repouso do Peregrino";"***";"Classificado em projeto";"55";"20";"0";"Lugar de São Roque";"4940-691";"Rubiães";"Paredes de Coura";"Viana do Castelo";"41.888698";"-8.626491";"922113797";;"repousodoperegrino@hotmail.com";;"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Minho-Lima";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Repouso do Peregrino";
"Estabelecimento Hoteleiro - Hotel";"1197";"RESIDENCIA DO SUL";;"*";"Por reconverter";"77";"40";"1";"Avª Almirante Reis nº34";"1150-010";"Lisboa";"Lisboa";"Lisboa";"38.722684";"-9.135561";"+351218147253";"+351218142169";"arfilhoslda@hotmail.com";"www.lisbonhostelsgroup.com";"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Grande Lisboa";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"MARIO HENRIQUES LDA";
"Estabelecimento Hoteleiro - Hotel";"1006";"Residencial A Cubata";;"**";"Por reconverter";"29";"22";"0";"Av. da República, nº6";"2450-103";"Nazaré";"Nazaré";"Leiria";"39.608942";"-9.034998";"262561706";"262561700";"heldersto@hotmail.com";;"TURISMO DO OESTE";"Centro (P)";"Oeste";;"Não";"---";"1";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Manuel Jesus Santo e Filhos Lda";
"Estabelecimento Hoteleiro - Hotel";"583";"Residencial Dom Manuel";"Residencial Dom Manuel";"*";"Por reconverter";"57";"29";"0";"Avenida 5 de Outubro,18  Apartado 103";"4824-909";"Fafe";"Fafe";"Braga";"41.453856";"-8.170910";"253598932";;"dmhotel@sapo.pt";"www.dmanuelhotel.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";;"Não";"---";"2";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Turicouto Investimentos Imobiliarios e Turisticos";
"Estabelecimento Hoteleiro - Hotel";"1065";"Residencial dos Carvalhais";"Residencial dos Carvalhais";"***";"Por reconverter";"40";"22";"0";"Jardim do Doutor Rodrigues Ferreira";"4780-367";"Santo Tirso";"Santo Tirso";"Porto";"41.338997";"-8.473272";"252857910";"252857581";"ruiandradematos@hotmail.com";"www.residencial-carvalhais.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Grande Porto";;"Não";"---";"1";"Sim";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Rui Manuel Andrade de Matos";"Turismo de Portugal, I.P., "
"Estabelecimento Hoteleiro - Hotel";"1402";"Residencial Globo, Lda.";"Residencial Globo, Lda.";"*";"Por reconverter";"55";"36";"0";"jgsousa@iol.pt";"5370-320";"Mirandela";"Mirandela";"Bragança";"41.499618";"-7.135938";"278248210";"278248871";"jgsousa@iol.pt";;"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Trás-os-Montes";;"Não";"---";"1";"Sim";"100";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"RESIDENCIAL GLOBO LDA";
"Estabelecimento Hoteleiro - Hotel";"4606";"Residencial Gordon";;"*";"Classificado em auditoria";"36";"19";"0";"Rua do Quebra Costas, 34";"9000-034";"Funchal";"Funchal";"Ilha da Madeira";;;"291742366";"291743948";"residencialgordon@gmail.com";;"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"MANUEL RODRIGUES DO FORO";
"Estabelecimento Hoteleiro - Hotel";"5014(Em análise pelo Turismo de Portugal, I.P.)";"Residencial Habimar";"	Residencial Habimar";"*";"Por reconverter";"45";"25";"0";"Av. Domingos Rodrigues Pablo, 2";"7520-120";"Sines";"Sines";"Setúbal";;;"966928394";;"residencialhabimar@gmail.com";;"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";;"Não";"---";"1";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"HELDER MANUEL DE BRITO FERNANDES UNIPESSOAL LDA";
"Estabelecimento Hoteleiro - Hotel";"1643";"Residencial Ibérica";;"*";"Por reconverter";"102";"53";"0";"Av. Marçal Pacheco, 157";"8100-504";"Loulé";"Loulé";"Faro";"37.135431";"-8.021548";"289414100";"289417236";"veramonicarodrigues@sapo.pt";;"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Manuel da Silva Faisca e Bonixe, Lda";
"Estabelecimento Hoteleiro - Hotel";"3317";"Residencial Moçambique";"Residencial Moçambique";"***";"Por reconverter";"39";"22";"0";"R. do Conde de Redondo nº 53";"1150-102";"Lisboa";"Lisboa";"Lisboa";"38.727064";"-9.144133";"213541051";"213141410";"residencialmocambique@gmail.com";"www.residencialmocambique.com";"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Grande Lisboa";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"LIDIA CABRAL Lda";"Turismo de Portugal, I.P., "
"Estabelecimento Hoteleiro - Hotel";"1094";"Residencial Panorama";;"*";"Por reconverter";"48";"24";"0";"rua dos bombeiros voluntarios nº 9";"6200-063";"Covilhã";"Covilhã";"Castelo Branco";"40.280582";"-7.505537";"275323952";;"geral@residencialpanorama.pt";;"TURISMO SERRA DA ESTRELA";"Centro (P)";"Cova da Beira";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"RESIDENCIAL PANORAMA ACTIVIDADES HOTELEIRAS LDA";
"Estabelecimento Hoteleiro - Hotel";"1469";"Residencial Porto Rico";"Hotel Porto Rico";"**";"Por reconverter";"27";"15";"0";"Rua do Almada, 237";"4050-038";"Porto";"Porto";"Porto";"41.148696";"-8.612186";"223394690";"223394699";"geral@residencial-girassol.com";;"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Grande Porto";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"ALBERTO SOEIRO E SANTOS LDA";
"Estabelecimento Hoteleiro - Hotel";"1468";"Residencial Santa Clara do Porto";"Hotel Santa Clara do Porto";"**";"Por reconverter";"30";"15";"0";"Rua da Alegria, 313";"4000-433";"Porto";"Porto";"Porto";"41.151504";"-8.604402";"222082322";"222005730";"geral@residencial-girassol.com";;"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Grande Porto";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"A RIBEIRO E RIBEIRO LDA";
"Estabelecimento Hoteleiro - Hotel";"1313";"Residencial Setubalense";"Residencial Setubalense";"**";"Por reconverter";"47";"24";"0";"Rua Major Afonso Pala, 17";"2900-199";"Setúbal";"Setúbal";"Setúbal";"38.524439";"-8.889604";"265525790";"265525789";"info@setubalense.com";"www.setubalense.com";"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Península de Setúbal";;"Não";"---";"1";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"BOCAGE - EMPREENDIMENTOS TURISTICOS LDA";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"1548";"Retiro da Avó Lídia";"Retiro da Avó Lídia";;"Classificado em auditoria";"8";"4";"0";"Rua das Balseiras, nº 19";"2480-215";"Mendiga";"Porto de Mós";"Leiria";"39.500745";"-8.849189";"933711640";;"avolidia@yahoo.com";"www.retirodaavolidia.tk";"TURISMO DE LEIRIA-FÁTIMA";"Centro (P)";"Pinhal Litoral";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Rita e Teresa Durão, lda";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"4657";"Retiro da Lameira";;;"Classificado em auditoria";"6";"2";"0";"Rua Sacadura Botte, nº. 26";"6270-184";"Santa Comba Sei";"Seia";"Guarda";;;"960217086";;"retirodalameira@gmail.com";"retirodalameira.blogspot.pt/";"TURISMO SERRA DA ESTRELA";"Centro (P)";"Serra da Estrela";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Maria Cristina O'Donnell Coelho Teixeira Morgadin";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"4074(Em análise pelo Turismo de Portugal, I.P.)";"Retiro do Bosque - Country House";"Retiro do Bosque - Country House";;"Classificado em auditoria";"12";"6";"1";"Largo S. Sebastião";"2395-127";"Minde";"Alcanena";"Santarém";"39.516275";"-8.691838";"924022494";;"retiro.do.bosque.minde@gmail.com";;"TURISMO DE LISBOA E VALE DO TEJO";"Centro (P)";"Médio Tejo";;"Não";"---";"0";"Não";"0";"Não";"Sim";"Não";"Não";"Não";"Não";"Não";;;"Retiro do Bosque, unip., Lda";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"665";"Retiro do Mocho";"Retiro do Mocho";;"Classificado em auditoria";"2";"1";"0";"Pero Vicente - Caixa Postal 414 L";"8670-440";"Rogil";"Aljezur";"Faro";"37.385810";"-8.813739";"282997697";"282998697";"retirodomocho@gmail.com";"www.retirodomocho.blogspot.com";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"MARTA DINIZ DE ALBUQUERQUE DE SACADURA CABRAL";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"4194";"Retrato da Memória";;;"Classificado em auditoria";"20";"10";"1";"Rua Miguel Bombarda, 25";"7900-634";"Ferreira do Alentejo";"Ferreira do Alentejo";"Beja";"38.058597";"-8.118147";"284084128";"284084128";"retratodamemoria@gmail.com";"www.retratodamemoria.pt";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Baixo Alentejo";;"Não";"---";"0";"Não";"0";"Sim";"Sim";"Sim";"Não";"Não";"Não";"Não";;;"RETRATO DA MEMORIA ACTIVIDADES TURISTICAS LDA";"Programa de Desenvolvimento Rural (PRODER), "
"Estabelecimento Hoteleiro - Hotel";"575";"Ria Plaza Resort";"Ria Plaza Resort";"***";"Por reconverter";"155";"77";"1";"Valverde, Quinta do Lago";"8135-037";"Almancil";"Loulé";"Faro";"37.062574";"-8.036327";"289359160";"289359169";"geral@riaplazaresort.com";"www.riaplazaresort.com";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Não";"---";"1";"Sim";"0";"Sim";"Sim";"Não";"Sim";"Sim";"Não";"Não";;;"RIA PLAZA EXPLORAÇÃO HOTELEIRA LDA";
"Estabelecimento Hoteleiro - Hotel";"1331";"RIABELA INICIATIVAS TURISTICAS RIA AVEIRO, LDA";"HOTEL RIABELA";"***";"Por reconverter";"63";"37";"1";"QUINTAS DO SUL";"3870-304";"Torreira";"Murtosa";"Aveiro";"40.785182";"-8.692154";"916859190";"234838147";"gerencia@riabela.com";"www.riabela.com";"TURISMO DO CENTRO DE PORTUGAL";"Centro (P)";"Baixo Vouga";;"Não";"---";"2";"Sim";"180";"Não";"Sim";"Não";"Não";"Não";"Não";"Não";;;"RIABELA INICIATIVAS TURISTICAS RIA AVEIRO LDA";
"Estabelecimento Hoteleiro - Hotel";"4347";"Ribeira do Porto Hotel";"Ribeira do Porto Hotel";"***";"Classificado em auditoria";"36";"18";"1";"Praça da Ribeira, 5";"4050-513";"Porto";"Porto";"Porto";"41.140953";"-8.613266";"222032097";"222033051";"geral@ribeiradoportohotel.com";"www.ribeiradoportohotel.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Grande Porto";;"Não";"---";"1";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"TOMAZ DO DOURO-EMPREENDIMENTOS TURISTICOS LDA";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"5123";"Rilhadas - Casas dos Moinhos 1";;;"Classificado em auditoria";"24";"12";"3";"Rua dos Moinhos";"4820-020";"Cepães";"Fafe";"Braga";;;"253591916";;"rilhadas@rilhadas.com";"www.rilhadas.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";;"Não";"---";"0";"Sim";"250";"Não";"Sim";"Não";"Sim";"Não";"Sim";"Sim";;;"RILHADAS SOC. COMERCIAL E AGRICOLA SA";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"5135";"Rilhadas - Casas dos Moinhos 2";;;"Classificado em auditoria";"4";"2";"1";"Rua dos Moinhos";"4820-020";"Cepães";"Fafe";"Braga";;;"253591916";;"rilhadas@rilhadas.com";"www.rilhadas.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";;"Não";"---";"0";"Sim";"250";"Não";"Sim";"Não";"Sim";"Não";"Sim";"Sim";;;"RILHADAS SOC COMERCIAL E AGRICOLA SA";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo de Habitação";"4712";"Rinoterra Minho";"Rinoterra Lda";;"Classificado em auditoria";"14";"7";"0";"Rua da Costa nº15";"4910-339";"Seixas Cmn";"Caminha";"Viana do Castelo";;;"258724442";;"geral@rinoterra.com";;"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Minho-Lima";;"Não";"---";"0";"Não";"0";"Sim";"Sim";"Não";"Não";"Não";"Não";"Sim";;;"RINOTERRA LDA";
"Empreendimento de Turismo no Espaço Rural - Agro-turismo";"5851";"Rio do Prado";"Rio do Prado";;"Classificado em auditoria";"30";"15";"1";"Rua das Poças S/N Arelho";"2510-191";"Óbidos";"Óbidos";"Leiria";;;"262959623";"262959625";"carbono21@me.com";"www.riodoprado.pt";"TURISMO DO OESTE";"Centro (P)";"Oeste";;"Não";"---";"0";"Sim";"50";"Sim";"Sim";"Não";"Não";"Não";"Não";"Não";;"Green Key";"CARBONO 21 LDA";"Programa Operacional Regional do Centro, Programa de Desenvolvimento Rural (PRODER), "
"Estabelecimento Hoteleiro - Hotel-apartamento";"557";"Rio Laranja-Empreendimentos Turísticos Lda.";"Vale d'Oliveiras Spa Aparthotel 5 *";"*****";"Classificado em auditoria";"208";"104";"1";"Barranco Fundo";"8400-562";"Carvoeiro Lga";"Lagoa";"Faro";"37.147152";"-8.483233";"282380560";"282353740";"info@valedoliveiras.pt";"www.valedoliveirasresort.pt";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Não";"---";"2";"Sim";"100";"Sim";"Sim";"Sim";"Sim";"Sim";"Não";"Não";;;"Patrícia Reis Correia";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"5398";"Rio Moment´s - Country House - Paiva Valley";"Rio Moment´s - Country House - Paiva Valley";;"Classificado em auditoria";"19";"12";"1";"Lugar de Várzea";"4550-051";"Bairros";"Castelo de Paiva";"Aveiro";;;"962343498";"255695039";"riomoments@gmail.com";"riomoments.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Tâmega";;"Não";"---";"0";"Não";"0";"Sim";"Sim";"Não";"Não";"Não";"Não";"Sim";;;"Charmes D`outrora Actividades Hoteleiras, Unipess";"Programa de Desenvolvimento Rural (PRODER), "
"Empreendimento de Turismo no Espaço Rural - Agro-turismo";"4355";"Risoturismo-Turismo no Espaço Rural";"Quinta das Pias";;"Classificado em auditoria";"17";"6";"0";"E.N.221 ao Km 155,400";"6400-528";"Pinhel";"Pinhel";"Guarda";"40.773274";"-7.068594";"919792315";;"reservas@quintadaspias.com";;"TURISMO SERRA DA ESTRELA";"Centro (P)";"Beira Interior Norte";;"Não";"---";"0";"Não";"0";"Não";"Sim";"Não";"Sim";"Não";"Não";"Não";;;"Risoturismo, turismo rural unipessoal Lda.";"Programa de Desenvolvimento Rural (PRODER), "
"Estabelecimento Hoteleiro - Hotel";"786";"Ritz Four Seasons Hotel";"Ritz Four Seasons Hotel";"*****";"Classificado em auditoria";"564";"282";"2";"Rua Rodrigo da Fonseca, 88";"1099-039";"Lisboa";"Lisboa";"Lisboa";"38.725522";"-9.155193";"213811400";"213831783";"fourseasonslis@gmail.com";"fourseasons.com/lisbon";"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Grande Lisboa";;"Sim";"---";"2";"Sim";"920";"Sim";"Não";"Sim";"Não";"Sim";"Não";"Não";;;"HOTEL RITZ SA";
"Estabelecimento Hoteleiro - Hotel";"349";"Riviera Hotel Carcavelos";"Riviera Hotel Carcavelos";"****";"Classificado em auditoria";"262";"130";"1";"Rua Bartolomeu Dias";"2775-551";"Carcavelos";"Cascais";"Lisboa";"38.684863";"-9.343041";"+351214586600";"+351214586619";"recepcao@rivierahotel.pt";"www.rivierahotel.pt";"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Grande Lisboa";;"Não";"---";"3";"Sim";"160";"Sim";"Sim";"Sim";"Sim";"Sim";"Não";"Não";;;"MENDESTUR  HOTELARIA S A";
"Estabelecimento Hoteleiro - Hotel";"3107";"Roca Madeira e Mar-Empreendimentos Turisticos,Lda.";"Hotel Rocamar";"****";"Por reconverter";"200";"100";"0";"Caminho Cia da Oliveira";"9125-028";"Caniço";"Santa Cruz";"Ilha da Madeira";"32.324276";"-16.875000";"291934334";"291934044";"reserv.sales@rocamar.pt";"www.hotelrocamar.com";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";;"Não";"---";"3";"Não";"0";"Não";"Sim";"Não";"Não";"Sim";"Não";"Não";;;"ROCA MADEIRA E MAR - EMPREENDIMENTOS TURISTICOS L";
"Estabelecimento Hoteleiro - Hotel";"49";"Rocamar Beach Hotel";"Hotel Rocamar";"****";"Classificado em auditoria";"176";"88";"0";"Largo Jacinto DÁyet, 7";"8200-071";"Albufeira";"Albufeira";"Faro";"37.086991";"-8.255388";"289540280";"289540281";"contabilidade@rocamarexclusivehotel.com";"www.rocamarbeachotel.com";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Sim";"---";"2";"Não";"0";"Sim";"Sim";"Não";"Não";"Sim";"Não";"Não";;;"Albufeira Hotel Gmbm e Co Betriebs Kg";
"Apartamento Turístico";"998";"Rocha Brava - Apartamentos Turísticos";"Rocha Brava";"****";"Classificado em auditoria";"1440";"410";"0";"Urb Rocha Brava, Alfanzina, Carvoeiro";"8400-550";"Carvoeiro Lga";"Lagoa";"Faro";"37.090856";"-8.446169";"282350370";"282350371";"rocha.brava@mail.telepac.pt";"www.rochabrava.com";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";;"Não";"---";"2";"Não";"0";"Não";"Sim";"Não";"Sim";"Sim";"Não";"Não";;;"Bravirocha - Sociedade de Apoio e Manutenção a Rocha Brava, Lda.";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"6202";"Rosa do Campo";"Rosa do Campo Hotéis";;"Classificado em auditoria";"10";"5";"0";"Rua do Caminho da Fonte,8";"7800-771";"Trigaches";"Beja";"Beja";;;"284323578";"284087066";"info@rosadocampo.pt";"www.rosadocampo.pt";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Baixo Alentejo";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"Maria Rosa Casaca";"Programa Operacional Regional do Alentejo, Programa de Desenvolvimento Rural (PRODER), "
"Estabelecimento Hoteleiro - Hotel";"3425";"Rossio Hotel";"Rossio Hotel";"****";"Classificado em auditoria";"36";"18";"1";"Rua 31 de Janeiro, 6";"7300-211";"Portalegre";"Portalegre";"Portalegre";"39.293400";"-7.431334";"245082218";"245082232";"geral@rossiohotel.com";"www.rossiohotel.com";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alto Alentejo";;"Sim";"---";"1";"Sim";"35";"Não";"Não";"Não";"Não";"Sim";"Não";"Não";"ISO 9001";"ISO 14001";"Seconfral - Soc. E. C. Construções, Lda.";"Turismo de Portugal, I.P., "
"Estabelecimento Hoteleiro - Hotel";"5204";"ROYAL HOTELS";"SPLENDIDFUTURE S.A";"****";"Por reconverter";"109";"59";"2";"Avª Almirante Reis nº 68";"1150-020";"Lisboa";"Lisboa";"Lisboa";;;"968385940";;"vera.luis@splendidfuture.co";;"TURISMO DE LISBOA E VALE DO TEJO";"Lisboa";"Grande Lisboa";;"Não";"---";"1";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"SPLENDIDFUTURE S A";
"Estabelecimento Hoteleiro - Hotel";"5267";"Royal Óbidos Spa &amp; Golf Resort";"Evolutee";"*****";"Classificado em auditoria";"78";"39";"1";"Cabeço da Serra, Vau";"2510-665";"Vau";"Óbidos";"Leiria";;;"262965220";"262960106";"eduardo.j.silva@royalobidos.com";"www.royalobidos.com";"TURISMO DO OESTE";"Centro (P)";"Oeste";;"Não";"---";"0";"Sim";"315";"Sim";"Sim";"Sim";"Não";"Sim";"Sim";"Não";;;"ROYAL ÓBIDOS PROMOÇÃO E GESTÃO IMOBILIÁRIA S.A.";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"3672";"Rufino Manuel Rodrigues Xavier";"Acolher para dar a conhecer";;"Classificado em auditoria";"10";"8";"1";"Rua de Lamadona nº9";"5340-392";"Podence";"Macedo de Cavaleiros";"Bragança";"41.537001";"-6.961799";"933351209";;"rufinoxavier@gmail.com";"casasdecampopodence";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Trás-os-Montes";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"RUFINO MANUEL RODRIGUES XAVIER";
"Empreendimento de Turismo no Espaço Rural - Casa de campo";"4243";"Ruralidades";;;"Classificado em auditoria";"8";"3";"0";"Largo da Carreira, nº34";"6370-353";"Matança";"Fornos de Algodres";"Guarda";"40.620196";"-7.539551";"967449832";;"sofiabotlopes@homail.com";"www.ruralidades.net";"TURISMO SERRA DA ESTRELA";"Centro (P)";"Serra da Estrela";;"Não";"---";"0";"Não";"0";"Não";"Não";"Não";"Não";"Não";"Não";"Não";;;"JOSE ANTONIO FONSECA AGUIAR";"Programa de Desenvolvimento Rural (PRODER), "
"Estabelecimento Hoteleiro - Hotel";"1494";"S. João da Madeira Hotel";"Ever São Joao Madeira";"****";"Classificado em auditoria";"234";"117";"1";"Rua Adelino Amaro da Costa nº 573";"3700-023";"São João da Madeira";"São João da Madeira";"Aveiro";"40.892580";"-8.484857";"256106700";"256106701";"info@eversaojoaomadeira.com";"www.eversaojoaomadeira.com";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Entre Douro e Vouga";;"Não";"---";"2";"Sim";"300";"Não";"Não";"Sim";"Não";"Não";"Não";"Não";;;"IMPACTMELODY - LDA";
